cls,fpr,tpr,auc
N,0.08891752577319588,0.6457567088952458,0.879125540329139
N,0.08910162002945508,0.6461880761022567,0.879125540329139
N,0.08946980854197349,0.646710257458112,0.879125540329139
N,0.0896539027982327,0.6468464786813786,0.879125540329139
N,0.09020618556701031,0.6468691822185897,0.879125540329139
N,0.09039027982326951,0.6479362484675112,0.879125540329139
N,0.09075846833578792,0.6480497661535667,0.879125540329139
N,0.09094256259204712,0.6488897970303773,0.879125540329139
N,0.09131075110456553,0.6491395359396994,0.879125540329139
N,0.09167893961708394,0.6493438677745993,0.879125540329139
N,0.09204712812960236,0.6493665713118104,0.879125540329139
N,0.09223122238586157,0.6500476774281433,0.879125540329139
N,0.09259941089837997,0.6503201198746765,0.879125540329139
N,0.09278350515463918,0.6508195976933207,0.879125540329139
N,0.09315169366715759,0.6512963719747537,0.879125540329139
N,0.09333578792341679,0.6518639604050311,0.879125540329139
N,0.0938880706921944,0.6519093674794533,0.879125540329139
N,0.09407216494845361,0.6520228851655088,0.879125540329139
N,0.09425625920471281,0.6521818099259865,0.879125540329139
N,0.09462444771723122,0.6527948054306861,0.879125540329139
N,0.09499263622974963,0.653248876174908,0.879125540329139
N,0.09517673048600883,0.6539980929028743,0.879125540329139
N,0.09554491899852724,0.6540434999772965,0.879125540329139
N,0.09591310751104566,0.6543840530354629,0.879125540329139
N,0.09628129602356407,0.6547700131680516,0.879125540329139
N,0.09646539027982327,0.6552694909866957,0.879125540329139
N,0.09683357879234168,0.6558824864913954,0.879125540329139
N,0.09701767304860089,0.6560868183262952,0.879125540329139
N,0.0973858615611193,0.6563592607728284,0.879125540329139
N,0.0975699558173785,0.656495481996095,0.879125540329139
N,0.09812223858615611,0.6567452209054171,0.879125540329139
N,0.09830633284241531,0.6568360350542615,0.879125540329139
N,0.09867452135493372,0.6570630704263725,0.879125540329139
N,0.09885861561119293,0.6572901057984833,0.879125540329139
N,0.09922680412371133,0.6574944376333833,0.879125540329139
N,0.09941089837997054,0.6582890614357717,0.879125540329139
N,0.09977908689248896,0.6584706897334605,0.879125540329139
N,0.09996318114874816,0.6592199064614267,0.879125540329139
N,0.10033136966126657,0.6592426099986378,0.879125540329139
N,0.10051546391752578,0.6594242382963266,0.879125540329139
N,0.10088365243004419,0.6596739772056487,0.879125540329139
N,0.10106774668630339,0.6600372338010262,0.879125540329139
N,0.1014359351988218,0.6600599373382373,0.879125540329139
N,0.101620029455081,0.6603777868591927,0.879125540329139
N,0.10198821796759941,0.6609680788266812,0.879125540329139
N,0.10217231222385861,0.6617627026290696,0.879125540329139
N,0.10254050073637702,0.6617854061662807,0.879125540329139
N,0.10272459499263623,0.6624438087454025,0.879125540329139
N,0.10290868924889543,0.6628751759524134,0.879125540329139
N,0.10309278350515463,0.6633973573082687,0.879125540329139
N,0.10346097201767304,0.6634200608454798,0.879125540329139
N,0.10364506627393226,0.6641011669618127,0.879125540329139
N,0.10401325478645067,0.6642600917222903,0.879125540329139
N,0.10419734904270987,0.6648276801525678,0.879125540329139
N,0.10456553755522828,0.6651455296735231,0.879125540329139
N,0.10474963181148748,0.6652817508967898,0.879125540329139
N,0.10511782032400589,0.6654179721200563,0.879125540329139
N,0.1053019145802651,0.665576896880534,0.879125540329139
N,0.1056701030927835,0.6656904145665895,0.879125540329139
